SPBC1A4.03c	c229	exactMatch	II	1981154	1981130	-	exactMatch	II	1975809	1975833	+	exactMatch	II	1980599	1980623	+	exactMatch	II	1976336	1976311	-	exactMatch	II	1980973	1980949	-	exactMatch	II	1975961	1975985	+
SPAC212.11	c230	exactMatch	I	6103	6079	-	exactMatch	I	23	47	+	exactMatch	I	5627	5651	+	exactMatch	I	505	481	-	exactMatch	I	6001	5977	-	exactMatch	I	131	155	+
SPCC23B6.05c	c234	exactMatch	III	1282779	1282755	-	exactMatch	III	1281436	1281460	+	exactMatch	III	1282300	1282324	+	exactMatch	III	1281914	1281890	-	exactMatch	III	1282674	1282650	-	exactMatch	III	1281540	1281564	+
SPBC660.13c	c236	exactMatch	II	221707	221683	-	exactMatch	II	218960	218984	+	exactMatch	II	221203	221227	+	exactMatch	II	219462	219436	-	exactMatch	II	221577	221553	-	exactMatch	II	219086	219110	+
SPBP8B7.14c	c239	exactMatch	II	3659125	3659101	-	exactMatch	II	3656438	3656462	+	exactMatch	II	3658631	3658655	+	exactMatch	II	3656914	3656888	-	exactMatch	II	3659005	3658981	-	exactMatch	II	3656538	3656562	+
SPBC609.05	c240	exactMatch	II	3169088	3169112	+	exactMatch	II	3171383	3171359	-	exactMatch	II	3169886	3169862	-	exactMatch	II	3170906	3170930	+	exactMatch	II	3169512	3169536	+	exactMatch	II	3171280	3171256	-
SPAC6B12.10c	c242	exactMatch	I	2431066	2431042	-	exactMatch	I	2428780	2428804	+	exactMatch	I	2430582	2430606	+	exactMatch	I	2429291	2429265	-	exactMatch	I	2430956	2430932	-	exactMatch	I	2428915	2428939	+
SPAC688.10	c243	exactMatch	I	3129476	3129500	+	exactMatch	I	3134758	3134734	-	exactMatch	I	3129950	3129926	-	exactMatch	I	3134270	3134296	+	exactMatch	I	3129576	3129600	+	exactMatch	I	3134646	3134622	-
SPAC110.02	c247	exactMatch	I	1911631	1911655	+	exactMatch	I	1916083	1916059	-	exactMatch	I	1912151	1912127	-	exactMatch	I	1915598	1915623	+	exactMatch	I	1911777	1911801	+	exactMatch	I	1915973	1915949	-
SPAC1002.08c	c248	exactMatch	I	1811570	1811546	-	exactMatch	I	1809637	1809661	+	exactMatch	I	1811089	1811113	+	exactMatch	I	1810157	1810133	-	exactMatch	I	1811463	1811439	-	exactMatch	I	1809783	1809807	+
SPBC14C8.14c	c253	exactMatch	II	2229438	2229414	-	exactMatch	II	2225590	2225614	+	exactMatch	II	2228939	2228963	+	exactMatch	II	2226065	2226040	-	exactMatch	II	2229313	2229289	-	exactMatch	II	2225690	2225714	+
SPAC30D11.10	c46-0-0	exactMatch	I	1101981	1101957	-	exactMatch	I	1099678	1099702	+	exactMatch	I	1101506	1101531	+	exactMatch	I	1100155	1100131	-	exactMatch	I	1101881	1101857	-	exactMatch	I	1099781	1099805	+
SPAC13G6.01c	c48	exactMatch	I	174817	174793	-	exactMatch	I	171183	171207	+	exactMatch	I	174336	174360	+	exactMatch	I	171658	171634	-	exactMatch	I	174710	174686	-	exactMatch	I	171284	171308	+
SPCC1235.07	c60	exactMatch	III	190283	190307	+	exactMatch	III	192231	192207	-	exactMatch	III	191207	191183	-	exactMatch	III	191706	191730	+	exactMatch	III	190833	190857	+	exactMatch	III	192080	192056	-
SPAC14C4.13	c69	exactMatch	I	5253303	5253327	+	exactMatch	I	5255728	5255704	-	exactMatch	I	5253834	5253810	-	exactMatch	I	5255229	5255255	+	exactMatch	I	5253460	5253484	+	exactMatch	I	5255605	5255581	-
SPAC24H6.05	c77-0-0	exactMatch	I	481990	481966	-	exactMatch	I	479302	479326	+	exactMatch	I	481514	481538	+	exactMatch	I	479776	479752	-	exactMatch	I	481888	481864	-	exactMatch	I	479402	479426	+
SPAC4A8.03c	c85	exactMatch	I	2542888	2542864	-	exactMatch	I	2540903	2540927	+	exactMatch	I	2542414	2542438	+	exactMatch	I	2541382	2541358	-	exactMatch	I	2542788	2542764	-	exactMatch	I	2541008	2541032	+
SPCC553.04	c95	exactMatch	III	302677	302653	-	exactMatch	III	299958	299982	+	exactMatch	III	302139	302163	+	exactMatch	III	300432	300408	-	exactMatch	III	302513	302489	-	exactMatch	III	300058	300082	+
SPAC1F3.02c	h10	exactMatch	I	617250	617226	-	exactMatch	I	613051	613075	+	exactMatch	I	616752	616777	+	exactMatch	I	613530	613506	-	exactMatch	I	617127	617103	-	exactMatch	I	613156	613180	+
SPAC4F10.11	h128	exactMatch	I	4852655	4852679	+	exactMatch	I	4855027	4855003	-	exactMatch	I	4853565	4853541	-	exactMatch	I	4854549	4854574	+	exactMatch	I	4853191	4853215	+	exactMatch	I	4854924	4854900	-
SPAC19G12.01c	h13-a	exactMatch	I	4044788	4044764	-	exactMatch	I	4042732	4042756	+	exactMatch	I	4044311	4044336	+	exactMatch	I	4043206	4043182	-	exactMatch	I	4044686	4044662	-	exactMatch	I	4042832	4042856	+
SPAC458.02c	h131	exactMatch	I	4734263	4734239	-	exactMatch	I	4731753	4731777	+	exactMatch	I	4733744	4733768	+	exactMatch	I	4732228	4732203	-	exactMatch	I	4734118	4734094	-	exactMatch	I	4731853	4731877	+
SPAC688.11	h146	exactMatch	I	3134729	3134753	+	exactMatch	I	3138883	3138859	-	exactMatch	I	3135274	3135250	-	exactMatch	I	3138409	3138433	+	exactMatch	I	3134900	3134924	+	exactMatch	I	3138783	3138759	-
SPAC1D4.02c	h152	exactMatch	I	642064	642040	-	exactMatch	I	639952	639976	+	exactMatch	I	641576	641600	+	exactMatch	I	640440	640416	-	exactMatch	I	641950	641926	-	exactMatch	I	640066	640090	+
SPAC16E8.01	h159	exactMatch	I	3498603	3498627	+	exactMatch	I	3503877	3503853	-	exactMatch	I	3499523	3499499	-	exactMatch	I	3503403	3503427	+	exactMatch	I	3499149	3499173	+	exactMatch	I	3503777	3503753	-
SPAC12B10.04	h162	exactMatch	I	4580436	4580460	+	exactMatch	I	4582589	4582565	-	exactMatch	I	4581298	4581274	-	exactMatch	I	4582078	4582102	+	exactMatch	I	4580924	4580948	+	exactMatch	I	4582452	4582428	-
SPAC959.09c	h17	exactMatch	I	3404382	3404358	-	exactMatch	I	3402252	3402276	+	exactMatch	I	3403810	3403834	+	exactMatch	I	3402732	3402708	-	exactMatch	I	3404184	3404160	-	exactMatch	I	3402358	3402382	+
SPCC18B5.06	h171	exactMatch	III	728760	728784	+	exactMatch	III	730972	730948	-	exactMatch	III	729607	729583	-	exactMatch	III	730497	730522	+	exactMatch	III	729233	729257	+	exactMatch	III	730872	730848	-
SPAC20G8.05c	h2-0	exactMatch	I	1403336	1403312	-	exactMatch	I	1399357	1399381	+	exactMatch	I	1402860	1402884	+	exactMatch	I	1399854	1399830	-	exactMatch	I	1403234	1403210	-	exactMatch	I	1399480	1399504	+
SPBC660.14	h20	exactMatch	II	221252	221276	+	exactMatch	II	223960	223936	-	exactMatch	II	222174	222149	-	exactMatch	II	223484	223510	+	exactMatch	II	221799	221823	+	exactMatch	II	223860	223836	-
SPAPB1A10.09	h21	exactMatch	I	1877934	1877958	+	exactMatch	I	1881052	1881028	-	exactMatch	I	1878836	1878812	-	exactMatch	I	1880570	1880594	+	exactMatch	I	1878462	1878486	+	exactMatch	I	1880944	1880920	-
SPBC12C2.06	h228-0	exactMatch	II	2466308	2466284	-	exactMatch	II	2463904	2463928	+	exactMatch	II	2465827	2465851	+	exactMatch	II	2464391	2464367	-	exactMatch	II	2466201	2466177	-	exactMatch	II	2464017	2464041	+
SPAC637.11	h235	exactMatch	I	4558843	4558867	+	exactMatch	I	4561686	4561662	-	exactMatch	I	4559324	4559300	-	exactMatch	I	4561205	4561229	+	exactMatch	I	4558950	4558974	+	exactMatch	I	4561579	4561555	-
SPAC4A8.16c	h25-a	exactMatch	I	2582131	2582107	-	exactMatch	I	2579829	2579853	+	exactMatch	I	2581654	2581678	+	exactMatch	I	2580303	2580279	-	exactMatch	I	2582028	2582004	-	exactMatch	I	2579929	2579953	+
SPBC428.19c	h267-0-0	exactMatch	II	481337	481313	-	exactMatch	II	478859	478883	+	exactMatch	II	480863	480887	+	exactMatch	II	479336	479311	-	exactMatch	II	481237	481213	-	exactMatch	II	478961	478985	+
SPBC14F5.04c	h3	exactMatch	II	4159856	4159832	-	exactMatch	II	4157737	4157761	+	exactMatch	II	4159378	4159402	+	exactMatch	II	4158282	4158257	-	exactMatch	II	4159752	4159728	-	exactMatch	II	4157907	4157931	+
SPBC3D6.04c	h31	exactMatch	II	1277461	1277437	-	exactMatch	II	1274547	1274571	+	exactMatch	II	1276986	1277010	+	exactMatch	II	1275030	1275005	-	exactMatch	II	1277360	1277336	-	exactMatch	II	1274655	1274679	+
SPBC146.13c	h32-0	exactMatch	II	1028356	1028332	-	exactMatch	II	1023783	1023807	+	exactMatch	II	1027874	1027898	+	exactMatch	II	1024257	1024233	-	exactMatch	II	1028248	1028224	-	exactMatch	II	1023883	1023907	+
SPAC3A11.14c	h35-a	exactMatch	I	3438483	3438507	+	exactMatch	I	3442071	3442047	-	exactMatch	I	3439408	3439383	-	exactMatch	I	3441597	3441621	+	exactMatch	I	3439033	3439057	+	exactMatch	I	3441971	3441947	-
SPAC1834.07	h39	exactMatch	I	4706465	4706489	+	exactMatch	I	4709328	4709304	-	exactMatch	I	4707389	4707365	-	exactMatch	I	4708834	4708858	+	exactMatch	I	4707015	4707039	+	exactMatch	I	4709208	4709184	-
SPAC30C2.06c	h4	exactMatch	I	4642589	4642565	-	exactMatch	I	4640296	4640320	+	exactMatch	I	4642115	4642139	+	exactMatch	I	4640772	4640746	-	exactMatch	I	4642489	4642465	-	exactMatch	I	4640396	4640420	+
SPAC1B1.03c	h42	exactMatch	I	3544510	3544486	-	exactMatch	I	3541211	3541235	+	exactMatch	I	3543978	3544002	+	exactMatch	I	3541737	3541713	-	exactMatch	I	3544352	3544328	-	exactMatch	I	3541363	3541387	+
SPBC12C2.08	h45	exactMatch	II	2461930	2461906	-	exactMatch	II	2458570	2458594	+	exactMatch	II	2461445	2461469	+	exactMatch	II	2459110	2459085	-	exactMatch	II	2461819	2461795	-	exactMatch	II	2458735	2458759	+
SPCC1739.07	h46	exactMatch	III	2040834	2040858	+	exactMatch	III	2042089	2042065	-	exactMatch	III	2041326	2041302	-	exactMatch	III	2041615	2041639	+	exactMatch	III	2040952	2040976	+	exactMatch	III	2041989	2041965	-
SPAC4A8.05c	h54	exactMatch	I	2554115	2554091	-	exactMatch	I	2546907	2546931	+	exactMatch	I	2553640	2553665	+	exactMatch	I	2547405	2547379	-	exactMatch	I	2554015	2553991	-	exactMatch	I	2547029	2547053	+
SPAC17G8.10c	h58-0	exactMatch	I	2359805	2359781	-	exactMatch	I	2358121	2358145	+	exactMatch	I	2359329	2359353	+	exactMatch	I	2358606	2358582	-	exactMatch	I	2359703	2359679	-	exactMatch	I	2358232	2358256	+
SPAC13G6.08	h6	exactMatch	I	187986	188010	+	exactMatch	I	190434	190410	-	exactMatch	I	188471	188447	-	exactMatch	I	189922	189946	+	exactMatch	I	188097	188121	+	exactMatch	I	190296	190272	-
SPAC8F11.07c	h62	exactMatch	I	2866228	2866204	-	exactMatch	I	2863518	2863542	+	exactMatch	I	2865748	2865773	+	exactMatch	I	2864011	2863987	-	exactMatch	I	2866123	2866099	-	exactMatch	I	2863637	2863661	+
SPBC14C8.07c	h67-0	exactMatch	II	2218321	2218297	-	exactMatch	II	2215721	2215745	+	exactMatch	II	2217839	2217863	+	exactMatch	II	2216195	2216171	-	exactMatch	II	2218213	2218189	-	exactMatch	II	2215821	2215845	+
SPBC12D12.09	h7	exactMatch	II	2313104	2313128	+	exactMatch	II	2314905	2314881	-	exactMatch	II	2314026	2314000	-	exactMatch	II	2314425	2314449	+	exactMatch	II	2313650	2313674	+	exactMatch	II	2314799	2314775	-
SPBC582.03	h71	exactMatch	II	420701	420725	+	exactMatch	II	422961	422937	-	exactMatch	II	421187	421163	-	exactMatch	II	422482	422506	+	exactMatch	II	420813	420837	+	exactMatch	II	422856	422832	-
SPBC336.12c	h72	exactMatch	II	2764035	2764011	-	exactMatch	II	2760839	2760863	+	exactMatch	II	2763561	2763585	+	exactMatch	II	2761326	2761302	-	exactMatch	II	2763935	2763911	-	exactMatch	II	2760952	2760976	+
SPBC800.05c	h75	exactMatch	II	262523	262499	-	exactMatch	II	260275	260299	+	exactMatch	II	262019	262043	+	exactMatch	II	260750	260726	-	exactMatch	II	262393	262369	-	exactMatch	II	260376	260400	+
SPAC22H10.10	h75-a	exactMatch	I	2389671	2389695	+	exactMatch	I	2392220	2392196	-	exactMatch	I	2390560	2390536	-	exactMatch	I	2391746	2391770	+	exactMatch	I	2390186	2390210	+	exactMatch	I	2392120	2392096	-
SPCC737.08	h77	exactMatch	III	1900056	1900080	+	exactMatch	III	1915107	1915083	-	exactMatch	III	1900530	1900506	-	exactMatch	III	1914617	1914641	+	exactMatch	III	1900156	1900180	+	exactMatch	III	1914991	1914967	-
SPCC550.12	h78	exactMatch	III	1211588	1211612	+	exactMatch	III	1213806	1213782	-	exactMatch	III	1212528	1212503	-	exactMatch	III	1213267	1213291	+	exactMatch	III	1212153	1212177	+	exactMatch	III	1213641	1213617	-
SPCC1902.02	h85	exactMatch	III	1665213	1665189	-	exactMatch	III	1662809	1662833	+	exactMatch	III	1664739	1664763	+	exactMatch	III	1663332	1663307	-	exactMatch	III	1665113	1665089	-	exactMatch	III	1662957	1662981	+
SPAC31A2.14	h86	exactMatch	I	414959	414983	+	exactMatch	I	418821	418797	-	exactMatch	I	415887	415862	-	exactMatch	I	418346	418371	+	exactMatch	I	415512	415536	+	exactMatch	I	418721	418697	-
SPCC11E10.03	h88	exactMatch	III	1456025	1456049	+	exactMatch	III	1457889	1457865	-	exactMatch	III	1456503	1456479	-	exactMatch	III	1457403	1457427	+	exactMatch	III	1456129	1456153	+	exactMatch	III	1457777	1457753	-
SPBC1861.04c	k102	exactMatch	II	4139643	4139619	-	exactMatch	II	4135531	4135555	+	exactMatch	II	4139052	4139076	+	exactMatch	II	4136031	4136006	-	exactMatch	II	4139426	4139402	-	exactMatch	II	4135656	4135680	+
SPAC4G8.03c	k114	exactMatch	I	760997	760973	-	exactMatch	I	757787	757811	+	exactMatch	I	760518	760543	+	exactMatch	I	758261	758237	-	exactMatch	I	760893	760869	-	exactMatch	I	757887	757911	+
SPAC3H8.09c	k116	exactMatch	I	607283	607259	-	exactMatch	I	604046	604070	+	exactMatch	I	606791	606815	+	exactMatch	I	604635	604611	-	exactMatch	I	607165	607141	-	exactMatch	I	604261	604285	+
SPBC1D7.04	k139	exactMatch	II	1745126	1745102	-	exactMatch	II	1743663	1743687	+	exactMatch	II	1744612	1744636	+	exactMatch	II	1744145	1744121	-	exactMatch	II	1744986	1744962	-	exactMatch	II	1743771	1743795	+
SPAC27D7.03c	k140	exactMatch	I	4513722	4513698	-	exactMatch	I	4510619	4510643	+	exactMatch	I	4513167	4513192	+	exactMatch	I	4511093	4511069	-	exactMatch	I	4513542	4513518	-	exactMatch	I	4510719	4510743	+
SPCC330.10	k146	exactMatch	III	129468	129492	+	exactMatch	III	131441	131417	-	exactMatch	III	129945	129921	-	exactMatch	III	130967	130991	+	exactMatch	III	129571	129595	+	exactMatch	III	131341	131317	-
SPCC550.11	k15	exactMatch	III	1207214	1207238	+	exactMatch	III	1211531	1211507	-	exactMatch	III	1208137	1208113	-	exactMatch	III	1211044	1211068	+	exactMatch	III	1207763	1207787	+	exactMatch	III	1211418	1211394	-
SPAC1B1.04c	k169	exactMatch	I	3547172	3547148	-	exactMatch	I	3544434	3544458	+	exactMatch	I	3546643	3546667	+	exactMatch	I	3544926	3544901	-	exactMatch	I	3547017	3546993	-	exactMatch	I	3544551	3544575	+
SPCC1281.05	k17	exactMatch	III	1388354	1388378	+	exactMatch	III	1390418	1390394	-	exactMatch	III	1388872	1388845	-	exactMatch	III	1389943	1389967	+	exactMatch	III	1388495	1388519	+	exactMatch	III	1390317	1390293	-
SPAC607.03c	k173	exactMatch	I	2041895	2041871	-	exactMatch	I	2040558	2040582	+	exactMatch	I	2041420	2041444	+	exactMatch	I	2041116	2041092	-	exactMatch	I	2041794	2041770	-	exactMatch	I	2040742	2040766	+
SPBC3B9.03	k18-0	exactMatch	II	3993019	3993043	+	exactMatch	II	3995793	3995769	-	exactMatch	II	3993932	3993908	-	exactMatch	II	3995242	3995266	+	exactMatch	II	3993558	3993582	+	exactMatch	II	3995616	3995592	-
SPCC1450.14c	k187	exactMatch	III	1761528	1761504	-	exactMatch	III	1758845	1758869	+	exactMatch	III	1761020	1761044	+	exactMatch	III	1759355	1759331	-	exactMatch	III	1761394	1761370	-	exactMatch	III	1758981	1759005	+
SPAC144.08	k202-0	exactMatch	I	4668533	4668557	+	exactMatch	I	4670001	4669977	-	exactMatch	I	4669026	4669002	-	exactMatch	I	4669522	4669547	+	exactMatch	I	4668652	4668676	+	exactMatch	I	4669897	4669873	-
SPBC106.06	k208	exactMatch	II	383974	383998	+	exactMatch	II	386354	386330	-	exactMatch	II	384470	384446	-	exactMatch	II	385872	385896	+	exactMatch	II	384096	384120	+	exactMatch	II	386246	386222	-
SPBC27B12.10c	k216	exactMatch	II	1344658	1344634	-	exactMatch	II	1343587	1343611	+	exactMatch	II	1344175	1344199	+	exactMatch	II	1344063	1344039	-	exactMatch	II	1344549	1344525	-	exactMatch	II	1343689	1343713	+
SPBC19G7.17	k22	exactMatch	II	2382015	2382039	+	exactMatch	II	2383385	2383361	-	exactMatch	II	2382947	2382923	-	exactMatch	II	2382887	2382911	+	exactMatch	II	2382573	2382597	+	exactMatch	II	2383261	2383237	-
SPBC1734.11	k23-0	exactMatch	II	1081274	1081298	+	exactMatch	II	1083392	1083368	-	exactMatch	II	1081748	1081724	-	exactMatch	II	1082902	1082927	+	exactMatch	II	1081374	1081398	+	exactMatch	II	1083277	1083253	-
SPBC1604.08c	k24-0	exactMatch	II	3916223	3916247	+	exactMatch	II	3918695	3918671	-	exactMatch	II	3916699	3916673	-	exactMatch	II	3918211	3918237	+	exactMatch	II	3916323	3916347	+	exactMatch	II	3918587	3918563	-
SPAC21E11.03c	k245	exactMatch	I	4253368	4253344	-	exactMatch	I	4251984	4252008	+	exactMatch	I	4252877	4252904	+	exactMatch	I	4252509	4252485	-	exactMatch	I	4253254	4253230	-	exactMatch	I	4252135	4252159	+
SPAC4G8.02c	k25-0	exactMatch	I	757502	757478	-	exactMatch	I	756152	756176	+	exactMatch	I	757023	757047	+	exactMatch	I	756628	756604	-	exactMatch	I	757397	757373	-	exactMatch	I	756254	756278	+
SPAC3A12.16c	k27-0	exactMatch	I	1451636	1451612	-	exactMatch	I	1450229	1450253	+	exactMatch	I	1451162	1451186	+	exactMatch	I	1450703	1450679	-	exactMatch	I	1451536	1451512	-	exactMatch	I	1450329	1450353	+
SPBC354.02c	k33	exactMatch	II	547410	547386	-	exactMatch	II	544624	544648	+	exactMatch	II	546934	546958	+	exactMatch	II	545170	545146	-	exactMatch	II	547308	547284	-	exactMatch	II	544796	544820	+
SPBC11G11.07	k4	exactMatch	II	1765703	1765727	+	exactMatch	II	1767335	1767311	-	exactMatch	II	1766626	1766602	-	exactMatch	II	1766861	1766885	+	exactMatch	II	1766252	1766276	+	exactMatch	II	1767235	1767211	-
SPCC18B5.07c	k46	exactMatch	III	733665	733641	-	exactMatch	III	731051	731075	+	exactMatch	III	733190	733215	+	exactMatch	III	731543	731519	-	exactMatch	III	733565	733541	-	exactMatch	III	731169	731193	+
SPCC1620.11	k48	exactMatch	III	2164614	2164638	+	exactMatch	III	2168081	2168057	-	exactMatch	III	2165509	2165485	-	exactMatch	III	2167592	2167619	+	exactMatch	III	2165135	2165159	+	exactMatch	III	2167969	2167945	-
SPCC162.08c	k49-0	exactMatch	III	1565227	1565251	+	exactMatch	III	1571605	1571581	-	exactMatch	III	1565730	1565706	-	exactMatch	III	1571057	1571083	+	exactMatch	III	1565356	1565380	+	exactMatch	III	1571433	1571409	-
SPBC3B9.16c	k52-0	exactMatch	II	4019103	4019079	-	exactMatch	II	4014927	4014951	+	exactMatch	II	4018618	4018642	+	exactMatch	II	4015404	4015380	-	exactMatch	II	4018992	4018968	-	exactMatch	II	4015030	4015054	+
SPBC29A10.07	k53	exactMatch	II	2548254	2548278	+	exactMatch	II	2552656	2552630	-	exactMatch	II	2548747	2548723	-	exactMatch	II	2552201	2552225	+	exactMatch	II	2548373	2548397	+	exactMatch	II	2552575	2552551	-
SPBC1711.10c	k56	exactMatch	II	2154749	2154725	-	exactMatch	II	2152153	2152177	+	exactMatch	II	2154203	2154227	+	exactMatch	II	2152629	2152603	-	exactMatch	II	2154577	2154553	-	exactMatch	II	2152253	2152277	+
SPAC890.06	k58	exactMatch	I	5011298	5011322	+	exactMatch	I	5016235	5016211	-	exactMatch	I	5012207	5012183	-	exactMatch	I	5015731	5015757	+	exactMatch	I	5011833	5011857	+	exactMatch	I	5016107	5016083	-
SPAC31G5.12c	k69	exactMatch	I	3009378	3009354	-	exactMatch	I	3007734	3007758	+	exactMatch	I	3008904	3008928	+	exactMatch	I	3008276	3008252	-	exactMatch	I	3009278	3009254	-	exactMatch	I	3007902	3007926	+
SPCC1753.05	k70	exactMatch	III	1551394	1551415	+	exactMatch	III	1553002	1552978	-	exactMatch	III	1551871	1551847	-	exactMatch	III	1552521	1552546	+	exactMatch	III	1551497	1551521	+	exactMatch	III	1552896	1552872	-
SPCC162.12	k71	exactMatch	III	1554588	1554564	-	exactMatch	III	1553105	1553129	+	exactMatch	III	1554113	1554137	+	exactMatch	III	1553585	1553561	-	exactMatch	III	1554487	1554463	-	exactMatch	III	1553211	1553235	+
SPBC18H10.03	k74	exactMatch	II	1772617	1772641	+	exactMatch	II	1774362	1774338	-	exactMatch	II	1773498	1773473	-	exactMatch	II	1773888	1773912	+	exactMatch	II	1773123	1773147	+	exactMatch	II	1774262	1774238	-
SPCC757.09c	k76	exactMatch	III	67103	67079	-	exactMatch	III	65043	65067	+	exactMatch	III	66629	66653	+	exactMatch	III	65525	65497	-	exactMatch	III	67003	66979	-	exactMatch	III	65147	65171	+
SPCC74.09	k77	exactMatch	III	1918833	1918857	+	exactMatch	III	1921696	1921672	-	exactMatch	III	1919346	1919322	-	exactMatch	III	1921221	1921246	+	exactMatch	III	1918972	1918996	+	exactMatch	III	1921596	1921572	-
SPCC645.08c	k78	exactMatch	III	1252622	1252598	-	exactMatch	III	1249107	1249131	+	exactMatch	III	1252084	1252111	+	exactMatch	III	1249592	1249568	-	exactMatch	III	1252461	1252437	-	exactMatch	III	1249218	1249242	+
SPCC550.14	k79	exactMatch	III	1216732	1216756	+	exactMatch	III	1221456	1221432	-	exactMatch	III	1217211	1217185	-	exactMatch	III	1220897	1220923	+	exactMatch	III	1216835	1216859	+	exactMatch	III	1221273	1221249	-
SPCC16C4.07	k82	exactMatch	III	673035	673059	+	exactMatch	III	675540	675516	-	exactMatch	III	673511	673487	-	exactMatch	III	675056	675080	+	exactMatch	III	673137	673161	+	exactMatch	III	675430	675406	-
